,person,gender,age,income,age_segment,income_segment
1897,a665c305ca944b12a2e3a6f352de7a96,Unknown,55.0,64000.0,Middle Age,Medium Income
1898,b730ab20ad2043e2963705554fe47684,F,57.0,46000.0,Middle Age,Low Income
1899,67dd3aa9a8d64c91b2bb41dfaee546f5,F,51.0,78000.0,Middle Age,Medium Income
1900,4438fece00ed4f1a8b108c3cd85b19c1,M,53.0,74000.0,Middle Age,Medium Income
1901,82ae17a3de0e42428cf651a91e23fb00,M,19.0,50000.0,Young,Medium Income
1902,75efdd36cf344333bdbe06686d5b70ed,M,43.0,71000.0,Middle Age,Medium Income
1903,595aecedf6d44d039db036bf6c1c839d,M,28.0,60000.0,Young,Medium Income
1904,980042c1e18f4d0e97f169b1c4db22a2,M,35.0,48000.0,Middle Age,Low Income
1905,37b14902e6304dc59a77e272dc86cf3a,M,47.0,62000.0,Middle Age,Medium Income
1906,1fc3062abe934ba3b6744ea281ef4696,M,39.0,51000.0,Middle Age,Medium Income
1907,5ac2ac8754d4450e89e19a7dae63f706,M,45.0,87000.0,Middle Age,High Income
1908,42c58541871e4062bfc7c30f7fa266d5,M,19.0,62000.0,Young,Medium Income
1909,9b9bd320b3b34859abfee2109a0b4831,M,22.0,35000.0,Young,Low Income
1910,6505cfc00ad24925a449efc329b33065,M,72.0,40000.0,Senior,Low Income
1911,3573256082544869b1fc649e2e3c7e74,F,63.0,75000.0,Senior,Medium Income
1912,66aeed8c3b3a46ad8ebae6810d201736,M,29.0,41000.0,Young,Low Income
1913,ccce3c8f863c466caa07bc186b1d99e4,M,62.0,47000.0,Senior,Low Income
1914,380fba077d8d4289a787f3c9e0f01d33,F,54.0,53000.0,Middle Age,Medium Income
1915,7e7ad81e2c414839a93b27373c2cbc20,M,58.0,66000.0,Middle Age,Medium Income
1916,99e999cb959542e598d7dd2fd54b8611,M,45.0,90000.0,Middle Age,High Income
1917,78f6ac1eb6c240368c54284c682e4224,F,77.0,64000.0,Senior,Medium Income
1918,414fa303c4454d7c83660df0603d153c,F,58.0,72000.0,Middle Age,Medium Income
1919,e29397df32d34d40992ad6dcf92568d0,M,68.0,38000.0,Senior,Low Income
1920,464dad60900a47e9bd225fd15f612313,M,26.0,31000.0,Young,Low Income
1921,ba05d1358ee045dfab48181042c1a608,M,51.0,82000.0,Middle Age,High Income
1922,83ac33743b594a78a1f114fffbd860f8,F,61.0,97000.0,Senior,High Income
1923,d794c80154a24d78b06fbcb212e855cd,F,54.0,75000.0,Middle Age,Medium Income
1924,1d62a7b6d4fb4defb8ae6ddf300600e5,F,49.0,84000.0,Middle Age,High Income
1925,7344225181ed4dea95b15cd053483382,M,76.0,46000.0,Senior,Low Income
1926,752ee2a844b24237b8742d27aa2db775,M,33.0,53000.0,Young,Medium Income
1927,08d06b602c844926a037b0b253901d52,M,44.0,84000.0,Middle Age,High Income
1928,3c55dbc0fe1a487c9743dfa6170d20e8,M,24.0,32000.0,Young,Low Income
1929,cc3ca7632fda478cb573c06ac9f445aa,F,56.0,52000.0,Middle Age,Medium Income
1930,6ba699c43fd64dc598ceec20b4575ea1,F,79.0,91000.0,Senior,High Income
1931,bb0cd0088df4438a821e5b644a3cbac9,F,37.0,61000.0,Middle Age,Medium Income
1932,e18df1641cb14c7c90aa28e6a6350f5c,F,56.0,73000.0,Middle Age,Medium Income
1933,8f6aad9d78ae48e4a815c988e01ec52d,M,36.0,41000.0,Middle Age,Low Income
1934,759c2269abc44dfdb8e6d140d4060856,M,70.0,113000.0,Senior,High Income
1935,9aa6316728c24a16a7819ba6cefb6060,M,33.0,35000.0,Young,Low Income
1936,8a60e707c2d6445a91bb1b0a87bdf0ca,O,57.0,65000.0,Middle Age,Medium Income
1937,8456266c53894990829027cd1ea102ad,F,49.0,75000.0,Middle Age,Medium Income
1938,151b12c2cfa5443f9c92a53ba9ada28b,M,62.0,33000.0,Senior,Low Income
1939,4df7791248754e999696b3a4880a995f,F,46.0,33000.0,Middle Age,Low Income
1940,46bff6d3b8fb462880a0d476c3945c33,F,68.0,48000.0,Senior,Low Income
1941,dd0506ab4c364294afe5a5a81e073a63,M,27.0,66000.0,Young,Medium Income
1942,4fae756d7eb543bf99ab8530eface30e,M,26.0,63000.0,Young,Medium Income
1943,be71c00b96684e4a815a0efb91e91470,M,55.0,102000.0,Middle Age,High Income
1944,21557b6e602841c089563a39feaf691e,F,65.0,49000.0,Senior,Low Income
1945,a837f12166f346bbb74f20d430737657,M,48.0,60000.0,Middle Age,Medium Income
1946,5871252c52ca470ea8ebddc48f0ea988,F,82.0,65000.0,Senior,Medium Income
1947,f277d871eb28447bb86e4b73a9bc4379,M,56.0,80000.0,Middle Age,High Income
1948,d63e377789c94231b7b8c75b2dc6e61f,M,20.0,59000.0,Young,Medium Income
1949,59a46ccbaeb64ab0a33feef55ad07222,F,70.0,37000.0,Senior,Low Income
1950,01956670cf414b309675aa73368b94a9,M,52.0,95000.0,Middle Age,High Income
1951,94a67c2fb1b647ee93f6f147a100e9b3,Unknown,55.0,64000.0,Middle Age,Medium Income
1952,de1805d4829043babe77b08fcbe3785e,Unknown,55.0,64000.0,Middle Age,Medium Income
1953,c3b1e510416f4300ac8f09d058111889,Unknown,55.0,64000.0,Middle Age,Medium Income
1954,49c35bb44a394433a1216dd757cda867,M,24.0,53000.0,Young,Medium Income
1955,5115fdb314fe41619fda3e5d8060a8b5,F,62.0,88000.0,Senior,High Income
1956,3a784bfb5b0340138f8eafe4ec5aa6ef,F,66.0,91000.0,Senior,High Income
1957,c9674187987340cf88ce81ce363d21ce,M,66.0,67000.0,Senior,Medium Income
1958,611bebc503f94bc39fb2816948bd98e0,M,91.0,43000.0,Senior,Low Income
1959,f7f8edca3380473b9acc9994c72d9e80,M,47.0,58000.0,Middle Age,Medium Income
1960,77320a68605841169979f8b497ba0ca1,F,54.0,102000.0,Middle Age,High Income
1961,cbe87ab8d5ef41cb9a986196bdcb653f,Unknown,55.0,64000.0,Middle Age,Medium Income
1962,138ed93630ec4e59bda8aed2d92f42eb,M,51.0,57000.0,Middle Age,Medium Income
1963,10a22481775043e1ba9776077e46c483,M,58.0,70000.0,Middle Age,Medium Income
1964,ae599f5b0693463685dc1a4980cf6489,F,49.0,62000.0,Middle Age,Medium Income
1965,d8a1e62359c549a29fa55d90165f17a5,M,60.0,117000.0,Senior,High Income
1966,10f8311374194911a882362458020ebd,M,70.0,81000.0,Senior,High Income
1967,285bbb626b184a4584ac5ede74925f7c,M,69.0,86000.0,Senior,High Income
1968,6683f9a3e9344658ba4d8776410086e6,Unknown,55.0,64000.0,Middle Age,Medium Income
1969,af3e4f55f3f44cf883289857d51d2678,F,36.0,76000.0,Middle Age,Medium Income
1970,4b9c06f540a64949a316b804dbb3a822,F,25.0,48000.0,Young,Low Income
1971,59b08bdcf7e045e78a6ed4ab6afa66fe,F,27.0,58000.0,Young,Medium Income
1972,d7ed79bbb5c94f689098728c0ed047ab,M,69.0,79000.0,Senior,Medium Income
1973,1f95b63330504bcca452f946a265461e,Unknown,55.0,64000.0,Middle Age,Medium Income
1974,db3d9ca5a8f54526bd5e263d914f3b29,F,56.0,104000.0,Middle Age,High Income
1975,43ba16ae14404ada9c749043c66f3741,F,36.0,52000.0,Middle Age,Medium Income
1976,6cf884a6c5ae4b2daccb6d3108028fef,F,58.0,110000.0,Middle Age,High Income
1977,3136a7b5dda645718108505f7aa4fdaf,M,50.0,39000.0,Middle Age,Low Income
1978,9ecd1e78109840c6964e4e6ce6042a70,M,70.0,54000.0,Senior,Medium Income
1979,d1d5eaf6a38a44baa2cd998f870d939b,F,50.0,41000.0,Middle Age,Low Income
1980,971d98b6a4054f75a6bdd20897e469ac,F,53.0,116000.0,Middle Age,High Income
1981,b66ee4fca2c34ff5ba14a47b65eb0f53,F,46.0,73000.0,Middle Age,Medium Income
1982,a9e2b8c539da4f288f7a03f59ed2f5b3,M,49.0,56000.0,Middle Age,Medium Income
1983,7be78ebad1ac4467bbe93813fe0b7d28,M,67.0,52000.0,Senior,Medium Income
1984,c8b16cc25eed4d27b5da91976b105a32,M,50.0,112000.0,Middle Age,High Income
1985,05ea8d8a95eb4b209a6e048878470df1,F,62.0,111000.0,Senior,High Income
1986,2b539f377ad24c0fad2dc5d1034bebd7,M,70.0,98000.0,Senior,High Income
1987,183f6a92dc794fdab0070c3f6c64f8bb,M,18.0,73000.0,Young,Medium Income
1988,35047ada557b416395fdb9e342c97c6f,M,29.0,56000.0,Young,Medium Income
1989,7509608052504dd9acf88845c25f5b6b,F,58.0,53000.0,Middle Age,Medium Income
1990,61f4ece6c6a7441487e79f9bb558c8f3,M,48.0,63000.0,Middle Age,Medium Income
1991,f60464b22c69401297368e9e123d2b6b,M,50.0,53000.0,Middle Age,Medium Income
1992,50b1183f583b4b848182c50e4e812caa,M,65.0,75000.0,Senior,Medium Income
1993,b4360ed1ef1147d3acdc322dc98e0811,F,63.0,65000.0,Senior,Medium Income
1994,907499fcdce34a39809c3540af995d49,F,48.0,59000.0,Middle Age,Medium Income
1995,4be45187b24d479fbccaf1f6293ebff8,M,43.0,54000.0,Middle Age,Medium Income
1996,eba8d696316d42be9837b38f908db3ac,F,34.0,49000.0,Young,Low Income
1997,8957e167deef47f1aa157fb7a9891379,F,72.0,71000.0,Senior,Medium Income
1998,4a8b0e879455408ebe48794920568747,F,58.0,64000.0,Middle Age,Medium Income
1999,dee3814fa583456a8f6635b45a0ba641,F,70.0,80000.0,Senior,High Income
2000,ed1418961ec34a12bed2a53bb712b58d,Unknown,55.0,64000.0,Middle Age,Medium Income
2001,f21dc202f8084b96a2cbaf006a35e187,Unknown,55.0,64000.0,Middle Age,Medium Income
2002,c53af300a4b8416684f104b0a9a06c1d,F,74.0,54000.0,Senior,Medium Income
2003,a2bfbf0ff27f42bd98fd28be9adb56a1,F,31.0,59000.0,Young,Medium Income
2004,fd10d3f58b1b4ecb914ed677e06a4e51,Unknown,55.0,64000.0,Middle Age,Medium Income
2005,da6f105d4db14af491cc76ddf73ae2da,F,21.0,60000.0,Young,Medium Income
2006,83de7542018d455d9afa423626d7f5d3,M,50.0,64000.0,Middle Age,Medium Income
2007,2c849dc4ca6d4d4f8510804723fc5dac,F,63.0,62000.0,Senior,Medium Income
2008,efdba8d2ce644cbf8914762303489a48,Unknown,55.0,64000.0,Middle Age,Medium Income
2009,bf9872d7aedd453797bdb75054b70d94,F,43.0,57000.0,Middle Age,Medium Income
2010,daf6499a08b9473fb5eaea866c961a3b,F,77.0,75000.0,Senior,Medium Income
2011,7e000dcb51f84ee2809f728294e5b92c,Unknown,55.0,64000.0,Middle Age,Medium Income
2012,3f2535f288c0412b9f62ab9703d4b66a,M,68.0,105000.0,Senior,High Income
2013,82952ad407be4d74b9686bdaf77fad97,F,51.0,54000.0,Middle Age,Medium Income
2014,b56ba454203b495e969482b3785727da,F,57.0,61000.0,Middle Age,Medium Income
2015,32baca2d19234be59eebc422471193e7,M,88.0,57000.0,Senior,Medium Income
2016,8314fd32f6a14efe9c47e79005fbe795,M,79.0,114000.0,Senior,High Income
2017,3488368c95a74463918eff304275d3ca,Unknown,55.0,64000.0,Middle Age,Medium Income
2018,89f451a5a8c64683b57aca2a334117ef,M,41.0,67000.0,Middle Age,Medium Income
2019,66c9c5773a8444a79abce6644401de88,F,22.0,43000.0,Young,Low Income
2020,f0d129d6bb79456b8529884a83d16007,M,69.0,51000.0,Senior,Medium Income
2021,07f4ec4a70cd456583e224bb6d2d1787,F,33.0,64000.0,Young,Medium Income
2022,b6e07f29867b4284aa42106bdc4d51d3,F,69.0,87000.0,Senior,High Income
2023,505776eee3dc4730a3fdeaa62b685931,M,44.0,66000.0,Middle Age,Medium Income
2024,b09c7e2d2a67464ba40f6f029ee7f67e,F,78.0,89000.0,Senior,High Income
2025,2334c3155e884d3c9529ee471f814a49,O,46.0,91000.0,Middle Age,High Income
2026,9df3b475e34e4506b78c257543dfecbf,M,28.0,60000.0,Young,Medium Income
2027,d80f9e3f974448ec902c42818097ebf3,F,47.0,62000.0,Middle Age,Medium Income
2028,45d7bce929cf4356955170d2f94ca405,M,34.0,67000.0,Young,Medium Income
2029,cfc4bbee38734ac2a99ecc012ae12f0d,Unknown,55.0,64000.0,Middle Age,Medium Income
2030,f394ad9a93f5458394d052c8b860286e,M,67.0,57000.0,Senior,Medium Income
2031,d240308de0ee4cf8bb6072816268582b,F,43.0,94000.0,Middle Age,High Income
2032,5d1e22706c3b401a8947cc64c484c932,M,64.0,57000.0,Senior,Medium Income
2033,0d71469761604d3688ca099ff09a403f,F,67.0,113000.0,Senior,High Income
2034,2b826162a0bd4690b318fd430d2adef2,M,18.0,53000.0,Young,Medium Income
2035,75ce7d71302e4e97af9bbeaebdd9ca9f,M,51.0,35000.0,Middle Age,Low Income
2036,d48ca9287f4c458793c9279c5bb6973e,M,38.0,38000.0,Middle Age,Low Income
2037,dcc4cddbb55f4241a7bc73205e290262,Unknown,55.0,64000.0,Middle Age,Medium Income
2038,5f08198a18a9456a8b3ea8b82fd8a5a8,F,38.0,56000.0,Middle Age,Medium Income
2039,2c51298e7b644623a3760b4bb5a92bde,Unknown,55.0,64000.0,Middle Age,Medium Income
2040,0c88140597254428ba857b1e6782bce1,M,27.0,50000.0,Young,Medium Income
2041,fbb3c6ad80b04d3a94c666a2f08f2a2e,F,61.0,96000.0,Senior,High Income
2042,855a636c057e4a32aa50b7d39f24d769,F,57.0,87000.0,Middle Age,High Income
2043,83313f9487fe41ca990d393127406161,F,66.0,108000.0,Senior,High Income
2044,d99b06a124ad4b829d41ee6a5d74c0a3,M,28.0,70000.0,Young,Medium Income
2045,bc483f23aadb4a4e857d865527b7599b,M,70.0,51000.0,Senior,Medium Income
2046,a69eec5e79dd401dbbfbb9f29f2cb73c,F,29.0,51000.0,Young,Medium Income
2047,94aabcec49134cf797c18f719afa32d3,F,60.0,54000.0,Senior,Medium Income
2048,2a3b1de405ea43fc8823bfd1d954db95,F,64.0,115000.0,Senior,High Income
2049,3aed39e33d8d432f9286ebea81b38639,F,62.0,77000.0,Senior,Medium Income
2050,37952de9ff3e4da7b332185597217e93,M,59.0,38000.0,Middle Age,Low Income
2051,2d3b0e95fc3c4b31b07be43ddf7597cf,Unknown,55.0,64000.0,Middle Age,Medium Income
2052,2347c2ad74fb40b1a9652cd9d1ca04ba,Unknown,55.0,64000.0,Middle Age,Medium Income
2053,72b5a6743ee84f01a40fd6f1a378c560,F,32.0,68000.0,Young,Medium Income
2054,4b7c259051134278b2b28b9691c65286,M,86.0,55000.0,Senior,Medium Income
2055,5e8b47c6fcec4da0afbe79062da79e04,Unknown,55.0,64000.0,Middle Age,Medium Income
2056,889d81fe350643e280f90c0faff01118,F,54.0,63000.0,Middle Age,Medium Income
2057,897514ffebfe49999ffdcead112a5b01,M,65.0,48000.0,Senior,Low Income
2058,5bac5bde72194d3d886ef94552e3ee32,F,85.0,97000.0,Senior,High Income
2059,c488f65dfe76418d8358841544390419,M,51.0,46000.0,Middle Age,Low Income
2060,7dfe7355623a45988127c78ac7504bbc,M,54.0,37000.0,Middle Age,Low Income
2061,405abb415d4b44379feec2185f49cee3,Unknown,55.0,64000.0,Middle Age,Medium Income
2062,0a13150de06440bea92ed6aeaadf5b9d,M,38.0,77000.0,Middle Age,Medium Income
2063,5dca7efd64aa40e9aa8f8d1b3d9bd6a1,Unknown,55.0,64000.0,Middle Age,Medium Income
2064,77c449768ead487b963f3c4171f2ad86,M,28.0,46000.0,Young,Low Income
2065,40145bb3b5fa40308142041742753599,M,20.0,74000.0,Young,Medium Income
2066,475c43062aa14e3680fb4affaf7225dc,M,69.0,33000.0,Senior,Low Income
2067,1bd0ff7244cb49cc94a6cb99ed822432,M,75.0,60000.0,Senior,Medium Income
2068,015fb0b3fbaa4aceb910fbdf272f7547,M,46.0,35000.0,Middle Age,Low Income
2069,a8d49189b41b45e3a54954e01d911110,Unknown,55.0,64000.0,Middle Age,Medium Income
2070,1c780ef3de0d4397ae1d854771813a66,M,33.0,49000.0,Young,Low Income
2071,253928e13e194249af6f2ff4003498cb,F,59.0,77000.0,Middle Age,Medium Income
2072,d4ec2de5571548a39e5874296ecddb4e,M,26.0,37000.0,Young,Low Income
2073,e37c22feaa954a83b0d8ecc2be1f639a,F,68.0,78000.0,Senior,Medium Income
2074,d5d487cfdc5b456b84b7881ad5d3640b,M,51.0,79000.0,Middle Age,Medium Income
2075,1943d34100274155a01626b5940fbf38,M,86.0,78000.0,Senior,Medium Income
2076,1a22d7cf63ae41dcb521c1b6da28adfc,F,66.0,53000.0,Senior,Medium Income
2077,fedb5f5377d04da98b101218c60b15bf,F,34.0,52000.0,Young,Medium Income
2078,842d5869a6764e1f9582470653fde953,F,82.0,65000.0,Senior,Medium Income
2079,25e01569a79f4bf080b447a94cc92e31,M,63.0,32000.0,Senior,Low Income
2080,375b452ee0b64a4fbac92e61670f961d,F,74.0,67000.0,Senior,Medium Income
2081,5542548657844f19994f31c720c418e9,M,68.0,74000.0,Senior,Medium Income
2082,95da17c7b7f04e3e997427fb451830eb,Unknown,55.0,64000.0,Middle Age,Medium Income
2083,559943eeb754463e844624a47d469253,F,50.0,81000.0,Middle Age,High Income
2084,70425153d8ec410d823ee209aa49700b,F,78.0,31000.0,Senior,Low Income
2085,8997d5d133d54e91b320923db642dc42,M,40.0,74000.0,Middle Age,Medium Income
2086,4a340d20e0054ce38458860c6c5e5197,M,24.0,48000.0,Young,Low Income
2087,41f309195094400fa971fe39673b35c7,F,46.0,65000.0,Middle Age,Medium Income
2088,5a90d3a4a21b4262b75ad9533bdf162b,F,71.0,108000.0,Senior,High Income
2089,49c3b42ff4c84f589edafa6e7b6ce3d2,F,58.0,105000.0,Middle Age,High Income
2090,c736395b0ae041eb8797f4abd11f6144,M,34.0,50000.0,Young,Medium Income
2091,e528ceb341964128aaf58a59733ec2af,F,46.0,36000.0,Middle Age,Low Income
2092,30bed78a8a3e4a5ca596a84c0e7da8a1,F,62.0,73000.0,Senior,Medium Income
2093,cd15d81298054b478592e89a093bba18,Unknown,55.0,64000.0,Middle Age,Medium Income
2094,76172675d243465ab55abbfb2785092d,F,40.0,78000.0,Middle Age,Medium Income
2095,3c4fd3642bbb47b285cec7816104649c,M,66.0,33000.0,Senior,Low Income
2096,ac18d9e07ed24f9ebd269082390bedb5,M,29.0,73000.0,Young,Medium Income
2097,e58e45b6f6f14dde8b715aa26570dee3,M,53.0,51000.0,Middle Age,Medium Income
2098,77b27d5f09db42cf9c844ab58d132e85,F,81.0,89000.0,Senior,High Income
2099,ff39b67d25cf48dd8fae9c8766f5eeed,M,45.0,44000.0,Middle Age,Low Income
2100,1e6f629ef9dd4ab685797348487832a8,F,52.0,78000.0,Middle Age,Medium Income
2101,0409252539634eca8a8d1b5407caa582,M,32.0,39000.0,Young,Low Income
2102,3ab73b41e2ac4e67bb20be75543c1d78,M,66.0,40000.0,Senior,Low Income
2103,3d4ceca8f12848a28c346e9067470b05,M,26.0,47000.0,Young,Low Income
2104,baabcdb7520b401c89f2a26799a4e3fb,Unknown,55.0,64000.0,Middle Age,Medium Income
2105,5bc9f27518b64163be2f236dcfcb9ce7,M,53.0,90000.0,Middle Age,High Income
2106,256febc6ae7440a1861d688f876d7830,Unknown,55.0,64000.0,Middle Age,Medium Income
2107,45d0952c88fe49b8aad291b21e086293,F,70.0,87000.0,Senior,High Income
2108,3a0e6a7edb4a49fe93136e9ed360b051,M,63.0,93000.0,Senior,High Income
2109,5dc748040e5f4194aaba8465e14dbd99,M,69.0,55000.0,Senior,Medium Income
2110,3ec1a7cf9bc348e79ba5c7d6db46100a,F,71.0,60000.0,Senior,Medium Income
2111,cd3b6b1a48874469ae08a59204f37488,M,40.0,65000.0,Middle Age,Medium Income
2112,f8d279c6b0df4fdda22c3d85ecc32a9e,F,37.0,33000.0,Middle Age,Low Income
2113,f2acd6b2a94a48efbcd6437406eb67b9,F,50.0,90000.0,Middle Age,High Income
2114,45581487709045ceb2ecdcc9aa0744fd,F,54.0,105000.0,Middle Age,High Income
2115,ee916f63db3e4148a0e0cfbf7a42e795,Unknown,55.0,64000.0,Middle Age,Medium Income
2116,4de38d89a91c4286a583085d909817f9,M,58.0,70000.0,Middle Age,Medium Income
2117,32f515e5caa64ab2a32827c89cd94c54,Unknown,55.0,64000.0,Middle Age,Medium Income
2118,062d468f10ff4489822fbdd647e57398,M,54.0,37000.0,Middle Age,Low Income
2119,d167940f7af04f4681daaa6d1bfd80a1,M,44.0,89000.0,Middle Age,High Income
2120,9c10540f4b6842deb88e827d8d1260da,Unknown,55.0,64000.0,Middle Age,Medium Income
2121,f24749a71a91425ba6bf41ba3f087a70,F,57.0,86000.0,Middle Age,High Income
2122,30b98e23337b4e98815b8a0e2472a9ff,F,59.0,37000.0,Middle Age,Low Income
2123,c34d166e5c634b3eb6fd40547d930c18,M,20.0,61000.0,Young,Medium Income
2124,b685bf9de0794b44ba299464a95aa679,Unknown,55.0,64000.0,Middle Age,Medium Income
2125,8899cbcaf33d4e4d87a3f761b5ff8cf2,F,64.0,95000.0,Senior,High Income
2126,16583c228fb94fb098951ad54997ac2c,M,63.0,97000.0,Senior,High Income
2127,95e86569c15d455fa02041dd12f3d308,M,41.0,56000.0,Middle Age,Medium Income
2128,0d0a9ca9281248a8a35806c9ae68f872,O,49.0,42000.0,Middle Age,Low Income
2129,b5084bd5d94f492c873dededc5491648,M,19.0,31000.0,Young,Low Income
2130,dfb467ce80d54545ae7ffc103b8fba35,M,54.0,56000.0,Middle Age,Medium Income
2131,b08f1eafc66e44e6aa486d7d33351964,M,57.0,93000.0,Middle Age,High Income
2132,f19d9482309d4e93ad74935f9e46e44c,Unknown,55.0,64000.0,Middle Age,Medium Income
2133,0ba5ddd198e04ce3837c1ee2fbb3e4b1,Unknown,55.0,64000.0,Middle Age,Medium Income
2134,e3c8e0d6234746d184b3ab79aa6614c6,M,55.0,75000.0,Middle Age,Medium Income
2135,ff8ff8e5d8bb449894bf708924020edc,F,78.0,58000.0,Senior,Medium Income
2136,5909ea92965f4a4bb1cb0374dead0ff5,F,54.0,48000.0,Middle Age,Low Income
2137,e2966f15389e4e0e9a5891bd675a5f11,M,18.0,72000.0,Young,Medium Income
2138,7aa3e5382a9f45de820accd86d8e444b,F,49.0,70000.0,Middle Age,Medium Income
2139,f9c4205c9a3b408e9f19b523b182c546,M,56.0,43000.0,Middle Age,Low Income
2140,2ae0eb4401a244b7b81a88f47539e82e,M,50.0,56000.0,Middle Age,Medium Income
2141,d4c2549073b242db839688ef8fe0b2e9,M,48.0,68000.0,Middle Age,Medium Income
2142,715b22238df84b9fbad9485f23192c4d,F,82.0,75000.0,Senior,Medium Income
2143,8a62338653f44844815b4d5d3ee92456,F,65.0,87000.0,Senior,High Income
2144,68aa156c761e40bf8a0f8d859379c89d,M,60.0,38000.0,Senior,Low Income
2145,61e81e0f321d49e7a62c44a2595c3bab,F,19.0,53000.0,Young,Medium Income
2146,1278a41a8ae24324a17ca2c69b3023ab,F,66.0,47000.0,Senior,Low Income
2147,c019e0e0d9a14d0fbdeff01a55f50fcd,M,55.0,62000.0,Middle Age,Medium Income
2148,be043c99c4224b47bf4e252f9416cf05,F,68.0,100000.0,Senior,High Income
2149,1ea8fb8df7364b6da72bb893e05ed6d1,M,85.0,46000.0,Senior,Low Income
2150,3ec4bc73b77a46db89e5b738c8fd668c,F,68.0,111000.0,Senior,High Income
2151,461e13a14a074077b3ebd7ad0174e02b,F,24.0,51000.0,Young,Medium Income
2152,82b13a64bcba4a59a11d5323f9e04134,F,77.0,35000.0,Senior,Low Income
2153,5d8afafc8f544d44a7c63cec59a17298,Unknown,55.0,64000.0,Middle Age,Medium Income
2154,51adc00878c347ceac3fba0ca2b7b608,M,37.0,65000.0,Middle Age,Medium Income
2155,b37f326ddd0c49ae99c7d1a32512a561,M,65.0,94000.0,Senior,High Income
2156,56a02aabb8cb4568b9b86998c0b5369c,F,52.0,75000.0,Middle Age,Medium Income
2157,830ba72e0f144c43abe5b5a1eb23f911,F,58.0,70000.0,Middle Age,Medium Income
2158,46cae479b56c479597ff23bbcdc95693,F,51.0,74000.0,Middle Age,Medium Income
2159,d5cc312f1ef64b43aa37d07bfcec99d4,M,26.0,53000.0,Young,Medium Income
2160,9047bdfc8efc47b0bae7655fc94c38dd,M,63.0,60000.0,Senior,Medium Income
2161,adc7ef85f1714699b4f341a7e12c632f,M,19.0,52000.0,Young,Medium Income
2162,2555d3d05bdd4d65b3cd2fe3c9b24d12,F,44.0,40000.0,Middle Age,Low Income
2163,ac016c534e3b454ea1e73aab20824864,M,50.0,45000.0,Middle Age,Low Income
2164,8c1a6686814e46e28bd23d8608e12b52,F,64.0,69000.0,Senior,Medium Income
2165,defe7c573e7540aaa1bb9a47a778ab04,M,65.0,61000.0,Senior,Medium Income
2166,7197df6ea5844a46981740fdda211f64,M,59.0,73000.0,Middle Age,Medium Income
2167,df07a83f4b83437795267361142fd14f,F,79.0,83000.0,Senior,High Income
2168,90b1cb2159f94783b0e642b549f593a5,M,49.0,45000.0,Middle Age,Low Income
2169,a3ed9f40184c405db2102ac4b78bfbaf,Unknown,55.0,64000.0,Middle Age,Medium Income
2170,77192c9efc644e21a1f9a12b7e3847cc,M,63.0,59000.0,Senior,Medium Income
2171,bc79e215f22743698d0ff7c97a4c3f0c,Unknown,55.0,64000.0,Middle Age,Medium Income
2172,840cc4f0ccbb4ba7af0c511ec023ee85,M,55.0,41000.0,Middle Age,Low Income
2173,860bff95cb66440e864321194558bc89,M,79.0,91000.0,Senior,High Income
2174,2e6e7d46ac314375a832a2a954c4233a,M,23.0,43000.0,Young,Low Income
2175,8357d06bb1b54416ac7579127de07a7c,M,39.0,33000.0,Middle Age,Low Income
2176,8b2d6ad23225442db3506ad54019c501,M,77.0,94000.0,Senior,High Income
2177,5d95b3dd0944488c8f9c0e045db65f74,F,59.0,114000.0,Middle Age,High Income
2178,9ebb7d34c6964f23b702ca2758f32083,F,44.0,72000.0,Middle Age,Medium Income
2179,e9b70f3ed1a7475c8614338081d622c9,F,48.0,71000.0,Middle Age,Medium Income
2180,0873c38c2c804bc18f5559e4531f2068,F,40.0,51000.0,Middle Age,Medium Income
2181,14f7070a8987467baed8df67c54dfd88,M,20.0,71000.0,Young,Medium Income
2182,5b38d876f0b449e58efee9f9f611dfac,M,57.0,34000.0,Middle Age,Low Income
2183,b84430e82831484aaa3642e41ada16d0,F,73.0,74000.0,Senior,Medium Income
2184,ee9513c6c8a3410e921d70e8522b0e2b,M,60.0,46000.0,Senior,Low Income
2185,45005ff2d18b42ccae85b5d125fffcf9,F,37.0,83000.0,Middle Age,High Income
2186,f70bb1c612b5426c80be5182a708845e,M,72.0,67000.0,Senior,Medium Income
2187,bef25728635745c59bf78870bdd393d9,F,71.0,35000.0,Senior,Low Income
2188,72dce064370f4acaadfd975eec70ff56,F,48.0,87000.0,Middle Age,High Income
2189,5b38aee166ce4085b324b01e01b0a808,F,27.0,71000.0,Young,Medium Income
2190,f4555e6c15824275be4c4b2fc4329344,F,39.0,69000.0,Middle Age,Medium Income
2191,d682f4b1e4524836aa66ba7d5e6629b7,F,70.0,58000.0,Senior,Medium Income
2192,e53124d8d13c4e1db9a56a08bef4a1b9,F,51.0,84000.0,Middle Age,High Income
2193,d24cd08e13a1412c9fc9d5a675d0f148,Unknown,55.0,64000.0,Middle Age,Medium Income
2194,93a4aed8d91f4e128f38ba62e2b9d97c,F,62.0,50000.0,Senior,Medium Income
2195,6f72b97a722449dba554f7c78a9112ca,M,32.0,68000.0,Young,Medium Income
2196,6c9fc742d9d649f886b4f4767cc989dd,F,30.0,47000.0,Young,Low Income
2197,6adb73e4bdd1460e805f0f38a17ae29e,M,68.0,73000.0,Senior,Medium Income
